time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z
0.84,0.0074327,-0.731643,0.681648,0,0,1,0,0,1
0.85,0.00727643,-0.738508,0.674205,0,0,1,0,0,1
0.86,0.00722105,-0.745329,0.666657,0,0,1,0,0,1
0.87,0.00708773,-0.752072,0.659043,0,0,1,0,0,1
0.88,0.00705477,-0.758728,0.65137,0,0,1,0,0,1
0.89,0.0070652,-0.765199,0.643755,0,0,1,0,0,1
0.9,0.00710729,-0.771574,0.6361,0,0,1,0,0,1
0.91,0.0072434,-0.777795,0.628476,0,0,1,0,0,1
0.92,0.00750557,-0.783917,0.62082,0,0,1,0,0,1
0.93,0.00764254,-0.789939,0.613138,0,0,1,0,0,1
0.94,0.00775054,-0.795904,0.605373,0,0,1,0,0,1
0.95,0.00790843,-0.801756,0.597599,0,0,1,0,0,1
0.96,0.00800956,-0.807579,0.589704,0,0,1,0,0,1
