time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z,q3_x,q3_y,q3_z,q4_x,q4_y,q4_z
0.14,0.00029928,-0.152631,0.988283,0.00029928,-0.152631,0.988283,0.00029928,-0.152631,0.988283,0.00029928,-0.152631,0.988283,0.00029928,-0.152631,0.988283
0.15,0.000388834,-0.162352,0.986733,0.000388834,-0.162352,0.986733,0.000388834,-0.162352,0.986733,0.000388834,-0.162352,0.986733,0.000388834,-0.162352,0.986733
0.16,0.000498285,-0.172233,0.985056,0.000498285,-0.172233,0.985056,0.000498285,-0.172233,0.985056,0.000498285,-0.172233,0.985056,0.000498285,-0.172233,0.985056
0.17,0.000577385,-0.182173,0.983266,0.000577385,-0.182173,0.983266,0.000577385,-0.182173,0.983266,0.000577385,-0.182173,0.983266,0.000577385,-0.182173,0.983266
0.18,0.000672403,-0.19219,0.981357,0.000672403,-0.19219,0.981357,0.000672403,-0.19219,0.981357,0.000672403,-0.19219,0.981357,0.000672403,-0.19219,0.981357
0.19,0.000755356,-0.202016,0.979382,0.000755356,-0.202016,0.979382,0.000755356,-0.202016,0.979382,0.000755356,-0.202016,0.979382,0.000755356,-0.202016,0.979382
0.2,0.000818293,-0.211828,0.977307,0.000818293,-0.211828,0.977307,0.000818293,-0.211828,0.977307,0.000818293,-0.211828,0.977307,0.000818293,-0.211828,0.977307
0.21,0.000870069,-0.221623,0.975132,0.000870069,-0.221623,0.975132,0.000870069,-0.221623,0.975132,0.000870069,-0.221623,0.975132,0.000870069,-0.221623,0.975132
0.22,0.000902094,-0.231164,0.972914,0.000902094,-0.231164,0.972914,0.000902094,-0.231164,0.972914,0.000902094,-0.231164,0.972914,0.000902094,-0.231164,0.972914
0.23,0.000928088,-0.240393,0.970675,0.000928088,-0.240393,0.970675,0.000928088,-0.240393,0.970675,0.000928088,-0.240393,0.970675,0.000928088,-0.240393,0.970675
0.24,0.000978475,-0.249482,0.968379,0.000978475,-0.249482,0.968379,0.000978475,-0.249482,0.968379,0.000978475,-0.249482,0.968379,0.000978475,-0.249482,0.968379
0.25,0.00105575,-0.258603,0.965983,0.00105575,-0.258603,0.965983,0.00105575,-0.258603,0.965983,0.00105575,-0.258603,0.965983,0.00105575,-0.258603,0.965983
0.26,0.00115388,-0.267627,0.963522,0.00115388,-0.267627,0.963522,0.00115388,-0.267627,0.963522,0.00115388,-0.267627,0.963522,0.00115388,-0.267627,0.963522
0.27,0.00129702,-0.276671,0.960964,0.00129702,-0.276671,0.960964,0.00129702,-0.276671,0.960964,0.00129702,-0.276671,0.960964,0.00129702,-0.276671,0.960964
0.28,0.00141196,-0.285752,0.958303,0.00141196,-0.285752,0.958303,0.00141196,-0.285752,0.958303,0.00141196,-0.285752,0.958303,0.00141196,-0.285752,0.958303
0.29,0.00158074,-0.294778,0.955565,0.00158074,-0.294778,0.955565,0.00158074,-0.294778,0.955565,0.00158074,-0.294778,0.955565,0.00158074,-0.294778,0.955565
0.3,0.00180798,-0.303778,0.952741,0.00180798,-0.303778,0.952741,0.00180798,-0.303778,0.952741,0.00180798,-0.303778,0.952741,0.00180798,-0.303778,0.952741
0.31,0.00205779,-0.313064,0.94973,0.00205779,-0.313064,0.94973,0.00205779,-0.313064,0.94973,0.00205779,-0.313064,0.94973,0.00205779,-0.313064,0.94973
0.32,0.00232232,-0.32229,0.946638,0.00232232,-0.32229,0.946638,0.00232232,-0.32229,0.946638,0.00232232,-0.32229,0.946638,0.00232232,-0.32229,0.946638
0.33,0.00261056,-0.331368,0.943498,0.00261056,-0.331368,0.943498,0.00261056,-0.331368,0.943498,0.00261056,-0.331368,0.943498,0.00261056,-0.331368,0.943498
0.34,0.00289645,-0.340521,0.940233,0.00289645,-0.340521,0.940233,0.00289645,-0.340521,0.940233,0.00289645,-0.340521,0.940233,0.00289645,-0.340521,0.940233
0.35,0.00316027,-0.349665,0.93687,0.00316027,-0.349665,0.93687,0.00316027,-0.349665,0.93687,0.00316027,-0.349665,0.93687,0.00316027,-0.349665,0.93687
0.36,0.00340028,-0.358557,0.933502,0.00340028,-0.358557,0.933502,0.00340028,-0.358557,0.933502,0.00340028,-0.358557,0.933502,0.00340028,-0.358557,0.933502
0.37,0.00364527,-0.367468,0.930029,0.00364527,-0.367468,0.930029,0.00364527,-0.367468,0.930029,0.00364527,-0.367468,0.930029,0.00364527,-0.367468,0.930029
0.38,0.00384912,-0.376324,0.92648,0.00384912,-0.376324,0.92648,0.00384912,-0.376324,0.92648,0.00384912,-0.376324,0.92648,0.00384912,-0.376324,0.92648
0.39,0.00405079,-0.385245,0.922805,0.00405079,-0.385245,0.922805,0.00405079,-0.385245,0.922805,0.00405079,-0.385245,0.922805,0.00405079,-0.385245,0.922805
0.4,0.00425997,-0.394063,0.919073,0.00425997,-0.394063,0.919073,0.00425997,-0.394063,0.919073,0.00425997,-0.394063,0.919073,0.00425997,-0.394063,0.919073
0.41,0.00451768,-0.40289,0.915237,0.00451768,-0.40289,0.915237,0.00451768,-0.40289,0.915237,0.00451768,-0.40289,0.915237,0.00451768,-0.40289,0.915237
0.42,0.00477844,-0.41169,0.911311,0.00477844,-0.41169,0.911311,0.00477844,-0.41169,0.911311,0.00477844,-0.41169,0.911311,0.00477844,-0.41169,0.911311
0.43,0.00511344,-0.420582,0.90724,0.00511344,-0.420582,0.90724,0.00511344,-0.420582,0.90724,0.00511344,-0.420582,0.90724,0.00511344,-0.420582,0.90724
0.44,0.00541917,-0.429417,0.90309,0.00541917,-0.429417,0.90309,0.00541917,-0.429417,0.90309,0.00541917,-0.429417,0.90309,0.00541917,-0.429417,0.90309
0.45,0.00567731,-0.438264,0.898829,0.00567731,-0.438264,0.898829,0.00567731,-0.438264,0.898829,0.00567731,-0.438264,0.898829,0.00567731,-0.438264,0.898829
0.46,0.00590766,-0.447122,0.894454,0.00590766,-0.447122,0.894454,0.00590766,-0.447122,0.894454,0.00590766,-0.447122,0.894454,0.00590766,-0.447122,0.894454
0.47,0.00615726,-0.455756,0.890083,0.00615726,-0.455756,0.890083,0.00615726,-0.455756,0.890083,0.00615726,-0.455756,0.890083,0.00615726,-0.455756,0.890083
0.48,0.00634248,-0.464433,0.885586,0.00634248,-0.464433,0.885586,0.00634248,-0.464433,0.885586,0.00634248,-0.464433,0.885586,0.00634248,-0.464433,0.885586
0.49,0.00655028,-0.473035,0.881019,0.00655028,-0.473035,0.881019,0.00655028,-0.473035,0.881019,0.00655028,-0.473035,0.881019,0.00655028,-0.473035,0.881019
0.5,0.00674985,-0.481733,0.876292,0.00674985,-0.481733,0.876292,0.00674985,-0.481733,0.876292,0.00674985,-0.481733,0.876292,0.00674985,-0.481733,0.876292
0.51,0.00687379,-0.490385,0.871479,0.00687379,-0.490385,0.871479,0.00687379,-0.490385,0.871479,0.00687379,-0.490385,0.871479,0.00687379,-0.490385,0.871479
0.52,0.00697246,-0.499057,0.866541,0.00697246,-0.499057,0.866541,0.00697246,-0.499057,0.866541,0.00697246,-0.499057,0.866541,0.00697246,-0.499057,0.866541
0.53,0.00696566,-0.507722,0.861493,0.00696566,-0.507722,0.861493,0.00696566,-0.507722,0.861493,0.00696566,-0.507722,0.861493,0.00696566,-0.507722,0.861493
0.54,0.0069069,-0.51637,0.856338,0.0069069,-0.51637,0.856338,0.0069069,-0.51637,0.856338,0.0069069,-0.51637,0.856338,0.0069069,-0.51637,0.856338
0.55,0.00680234,-0.525055,0.851041,0.00680234,-0.525055,0.851041,0.00680234,-0.525055,0.851041,0.00680234,-0.525055,0.851041,0.00680234,-0.525055,0.851041
0.56,0.00670781,-0.533555,0.845739,0.00670781,-0.533555,0.845739,0.00670781,-0.533555,0.845739,0.00670781,-0.533555,0.845739,0.00670781,-0.533555,0.845739
0.57,0.00660129,-0.542116,0.840278,0.00660129,-0.542116,0.840278,0.00660129,-0.542116,0.840278,0.00660129,-0.542116,0.840278,0.00660129,-0.542116,0.840278
0.58,0.00655016,-0.550614,0.834734,0.00655016,-0.550614,0.834734,0.00655016,-0.550614,0.834734,0.00655016,-0.550614,0.834734,0.00655016,-0.550614,0.834734
0.59,0.00645946,-0.559049,0.82911,0.00645946,-0.559049,0.82911,0.00645946,-0.559049,0.82911,0.00645946,-0.559049,0.82911,0.00645946,-0.559049,0.82911
0.6,0.00629639,-0.567346,0.823455,0.00629639,-0.567346,0.823455,0.00629639,-0.567346,0.823455,0.00629639,-0.567346,0.823455,0.00629639,-0.567346,0.823455
0.61,0.00612816,-0.575425,0.817832,0.00612816,-0.575425,0.817832,0.00612816,-0.575425,0.817832,0.00612816,-0.575425,0.817832,0.00612816,-0.575425,0.817832
0.62,0.00594645,-0.583537,0.812065,0.00594645,-0.583537,0.812065,0.00594645,-0.583537,0.812065,0.00594645,-0.583537,0.812065,0.00594645,-0.583537,0.812065
0.63,0.0056449,-0.591542,0.806255,0.0056449,-0.591542,0.806255,0.0056449,-0.591542,0.806255,0.0056449,-0.591542,0.806255,0.0056449,-0.591542,0.806255
0.64,0.00525047,-0.599525,0.800339,0.00525047,-0.599525,0.800339,0.00525047,-0.599525,0.800339,0.00525047,-0.599525,0.800339,0.00525047,-0.599525,0.800339
0.65,0.00494616,-0.607492,0.794311,0.00494616,-0.607492,0.794311,0.00494616,-0.607492,0.794311,0.00494616,-0.607492,0.794311,0.00494616,-0.607492,0.794311
0.66,0.00468364,-0.615326,0.788259,0.00468364,-0.615326,0.788259,0.00468364,-0.615326,0.788259,0.00468364,-0.615326,0.788259,0.00468364,-0.615326,0.788259
0.67,0.00442227,-0.6232,0.78205,0.00442227,-0.6232,0.78205,0.00442227,-0.6232,0.78205,0.00442227,-0.6232,0.78205,0.00442227,-0.6232,0.78205
0.68,0.00416538,-0.630996,0.775775,0.00416538,-0.630996,0.775775,0.00416538,-0.630996,0.775775,0.00416538,-0.630996,0.775775,0.00416538,-0.630996,0.775775
0.69,0.00393174,-0.63874,0.769412,0.00393174,-0.63874,0.769412,0.00393174,-0.63874,0.769412,0.00393174,-0.63874,0.769412,0.00393174,-0.63874,0.769412
0.7,0.00365732,-0.646332,0.763048,0.00365732,-0.646332,0.763048,0.00365732,-0.646332,0.763048,0.00365732,-0.646332,0.763048,0.00365732,-0.646332,0.763048
0.71,0.00331711,-0.653919,0.756557,0.00331711,-0.653919,0.756557,0.00331711,-0.653919,0.756557,0.00331711,-0.653919,0.756557,0.00331711,-0.653919,0.756557
0.72,0.00291979,-0.66153,0.749913,0.00291979,-0.66153,0.749913,0.00291979,-0.66153,0.749913,0.00291979,-0.66153,0.749913,0.00291979,-0.66153,0.749913
0.73,0.00248742,-0.669071,0.743194,0.00248742,-0.669071,0.743194,0.00248742,-0.669071,0.743194,0.00248742,-0.669071,0.743194,0.00248742,-0.669071,0.743194
0.74,0.00197158,-0.676579,0.736368,0.00197158,-0.676579,0.736368,0.00197158,-0.676579,0.736368,0.00197158,-0.676579,0.736368,0.00197158,-0.676579,0.736368
0.75,0.00148867,-0.68393,0.729546,0.00148867,-0.68393,0.729546,0.00148867,-0.68393,0.729546,0.00148867,-0.68393,0.729546,0.00148867,-0.68393,0.729546
0.76,0.000972976,-0.691224,0.72264,0.000972976,-0.691224,0.72264,0.000972976,-0.691224,0.72264,0.000972976,-0.691224,0.72264,0.000972976,-0.691224,0.72264
0.77,0.000561231,-0.698511,0.715599,0.000561231,-0.698511,0.715599,0.000561231,-0.698511,0.715599,0.000561231,-0.698511,0.715599,0.000561231,-0.698511,0.715599
0.78,0.000130127,-0.705677,0.708533,0.000130127,-0.705677,0.708533,0.000130127,-0.705677,0.708533,0.000130127,-0.705677,0.708533,0.000130127,-0.705677,0.708533
0.79,-0.00026263,-0.712835,0.701332,-0.00026263,-0.712835,0.701332,-0.00026263,-0.712835,0.701332,-0.00026263,-0.712835,0.701332,-0.00026263,-0.712835,0.701332
0.8,-0.000584135,-0.719909,0.694068,-0.000584135,-0.719909,0.694068,-0.000584135,-0.719909,0.694068,-0.000584135,-0.719909,0.694068,-0.000584135,-0.719909,0.694068
0.81,-0.000961163,-0.726923,0.686719,-0.000961163,-0.726923,0.686719,-0.000961163,-0.726923,0.686719,-0.000961163,-0.726923,0.686719,-0.000961163,-0.726923,0.686719
0.82,-0.00139404,-0.733808,0.679355,-0.00139404,-0.733808,0.679355,-0.00139404,-0.733808,0.679355,-0.00139404,-0.733808,0.679355,-0.00139404,-0.733808,0.679355
0.83,-0.00191756,-0.740557,0.671991,-0.00191756,-0.740557,0.671991,-0.00191756,-0.740557,0.671991,-0.00191756,-0.740557,0.671991,-0.00191756,-0.740557,0.671991
0.84,-0.00239511,-0.747214,0.664579,-0.00239511,-0.747214,0.664579,-0.00239511,-0.747214,0.664579,-0.00239511,-0.747214,0.664579,-0.00239511,-0.747214,0.664579
0.85,-0.00275476,-0.753902,0.656981,-0.00275476,-0.753902,0.656981,-0.00275476,-0.753902,0.656981,-0.00275476,-0.753902,0.656981,-0.00275476,-0.753902,0.656981
0.86,-0.00311616,-0.760511,0.649317,-0.00311616,-0.760511,0.649317,-0.00311616,-0.760511,0.649317,-0.00311616,-0.760511,0.649317,-0.00311616,-0.760511,0.649317
0.87,-0.00352157,-0.766997,0.641641,-0.00352157,-0.766997,0.641641,-0.00352157,-0.766997,0.641641,-0.00352157,-0.766997,0.641641,-0.00352157,-0.766997,0.641641
0.88,-0.00396568,-0.773392,0.633915,-0.00396568,-0.773392,0.633915,-0.00396568,-0.773392,0.633915,-0.00396568,-0.773392,0.633915,-0.00396568,-0.773392,0.633915
0.89,-0.004456,-0.779828,0.625979,-0.004456,-0.779828,0.625979,-0.004456,-0.779828,0.625979,-0.004456,-0.779828,0.625979,-0.004456,-0.779828,0.625979
0.9,-0.00493221,-0.78623,0.617914,-0.00493221,-0.78623,0.617914,-0.00493221,-0.78623,0.617914,-0.00493221,-0.78623,0.617914,-0.00493221,-0.78623,0.617914
0.91,-0.00547008,-0.792543,0.609791,-0.00547008,-0.792543,0.609791,-0.00547008,-0.792543,0.609791,-0.00547008,-0.792543,0.609791,-0.00547008,-0.792543,0.609791
0.92,-0.00596095,-0.798771,0.601606,-0.00596095,-0.798771,0.601606,-0.00596095,-0.798771,0.601606,-0.00596095,-0.798771,0.601606,-0.00596095,-0.798771,0.601606
0.93,-0.00636385,-0.804855,0.593437,-0.00636385,-0.804855,0.593437,-0.00636385,-0.804855,0.593437,-0.00636385,-0.804855,0.593437,-0.00636385,-0.804855,0.593437
0.94,-0.00671227,-0.810709,0.585411,-0.00671227,-0.810709,0.585411,-0.00671227,-0.810709,0.585411,-0.00671227,-0.810709,0.585411,-0.00671227,-0.810709,0.585411
0.95,-0.00707086,-0.816514,0.577283,-0.00707086,-0.816514,0.577283,-0.00707086,-0.816514,0.577283,-0.00707086,-0.816514,0.577283,-0.00707086,-0.816514,0.577283
0.96,-0.00729961,-0.822306,0.568999,-0.00729961,-0.822306,0.568999,-0.00729961,-0.822306,0.568999,-0.00729961,-0.822306,0.568999,-0.00729961,-0.822306,0.568999
0.97,-0.00745035,-0.827968,0.560726,-0.00745035,-0.827968,0.560726,-0.00745035,-0.827968,0.560726,-0.00745035,-0.827968,0.560726,-0.00745035,-0.827968,0.560726
0.98,-0.00763002,-0.833488,0.552485,-0.00763002,-0.833488,0.552485,-0.00763002,-0.833488,0.552485,-0.00763002,-0.833488,0.552485,-0.00763002,-0.833488,0.552485
0.99,-0.00771429,-0.838947,0.544159,-0.00771429,-0.838947,0.544159,-0.00771429,-0.838947,0.544159,-0.00771429,-0.838947,0.544159,-0.00771429,-0.838947,0.544159
1,-0.00765115,-0.84432,0.535785,-0.00765115,-0.84432,0.535785,-0.00765115,-0.84432,0.535785,-0.00765115,-0.84432,0.535785,-0.00765115,-0.84432,0.535785
1.01,-0.00749313,-0.849599,0.527376,-0.00749313,-0.849599,0.527376,-0.00749313,-0.849599,0.527376,-0.00749313,-0.849599,0.527376,-0.00749313,-0.849599,0.527376
1.02,-0.00733041,-0.8548,0.518906,-0.00733041,-0.8548,0.518906,-0.00733041,-0.8548,0.518906,-0.00733041,-0.8548,0.518906,-0.00733041,-0.8548,0.518906
1.03,-0.0072626,-0.859992,0.510255,-0.0072626,-0.859992,0.510255,-0.0072626,-0.859992,0.510255,-0.0072626,-0.859992,0.510255,-0.0072626,-0.859992,0.510255
1.04,-0.00699397,-0.865096,0.501557,-0.00699397,-0.865096,0.501557,-0.00699397,-0.865096,0.501557,-0.00699397,-0.865096,0.501557,-0.00699397,-0.865096,0.501557
1.05,-0.006707,-0.870168,0.492709,-0.006707,-0.870168,0.492709,-0.006707,-0.870168,0.492709,-0.006707,-0.870168,0.492709,-0.006707,-0.870168,0.492709
1.06,-0.00639095,-0.875165,0.483783,-0.00639095,-0.875165,0.483783,-0.00639095,-0.875165,0.483783,-0.00639095,-0.875165,0.483783,-0.00639095,-0.875165,0.483783
1.07,-0.00603243,-0.880061,0.474822,-0.00603243,-0.880061,0.474822,-0.00603243,-0.880061,0.474822,-0.00603243,-0.880061,0.474822,-0.00603243,-0.880061,0.474822
1.08,-0.00582451,-0.884788,0.465957,-0.00582451,-0.884788,0.465957,-0.00582451,-0.884788,0.465957,-0.00582451,-0.884788,0.465957,-0.00582451,-0.884788,0.465957
1.09,-0.00576138,-0.889468,0.45696,-0.00576138,-0.889468,0.45696,-0.00576138,-0.889468,0.45696,-0.00576138,-0.889468,0.45696,-0.00576138,-0.889468,0.45696
1.1,-0.00571957,-0.89405,0.447931,-0.00571957,-0.89405,0.447931,-0.00571957,-0.89405,0.447931,-0.00571957,-0.89405,0.447931,-0.00571957,-0.89405,0.447931
1.11,-0.00557601,-0.898542,0.438853,-0.00557601,-0.898542,0.438853,-0.00557601,-0.898542,0.438853,-0.00557601,-0.898542,0.438853,-0.00557601,-0.898542,0.438853
1.12,-0.00548386,-0.902946,0.429719,-0.00548386,-0.902946,0.429719,-0.00548386,-0.902946,0.429719,-0.00548386,-0.902946,0.429719,-0.00548386,-0.902946,0.429719
1.13,-0.00550134,-0.907281,0.420488,-0.00550134,-0.907281,0.420488,-0.00550134,-0.907281,0.420488,-0.00550134,-0.907281,0.420488,-0.00550134,-0.907281,0.420488
1.14,-0.0054083,-0.911577,0.411094,-0.0054083,-0.911577,0.411094,-0.0054083,-0.911577,0.411094,-0.0054083,-0.911577,0.411094,-0.0054083,-0.911577,0.411094
1.15,-0.00526694,-0.915755,0.401702,-0.00526694,-0.915755,0.401702,-0.00526694,-0.915755,0.401702,-0.00526694,-0.915755,0.401702,-0.00526694,-0.915755,0.401702
1.16,-0.00516279,-0.919888,0.392148,-0.00516279,-0.919888,0.392148,-0.00516279,-0.919888,0.392148,-0.00516279,-0.919888,0.392148,-0.00516279,-0.919888,0.392148
1.17,-0.00520447,-0.923891,0.382619,-0.00520447,-0.923891,0.382619,-0.00520447,-0.923891,0.382619,-0.00520447,-0.923891,0.382619,-0.00520447,-0.923891,0.382619
1.18,-0.0053711,-0.927765,0.373126,-0.0053711,-0.927765,0.373126,-0.0053711,-0.927765,0.373126,-0.0053711,-0.927765,0.373126,-0.0053711,-0.927765,0.373126
1.19,-0.00570284,-0.931512,0.363665,-0.00570284,-0.931512,0.363665,-0.00570284,-0.931512,0.363665,-0.00570284,-0.931512,0.363665,-0.00570284,-0.931512,0.363665
1.2,-0.00599164,-0.935223,0.354008,-0.00599164,-0.935223,0.354008,-0.00599164,-0.935223,0.354008,-0.00599164,-0.935223,0.354008,-0.00599164,-0.935223,0.354008
1.21,-0.00630028,-0.938866,0.344224,-0.00630028,-0.938866,0.344224,-0.00630028,-0.938866,0.344224,-0.00630028,-0.938866,0.344224,-0.00630028,-0.938866,0.344224
1.22,-0.00670402,-0.942383,0.334468,-0.00670402,-0.942383,0.334468,-0.00670402,-0.942383,0.334468,-0.00670402,-0.942383,0.334468,-0.00670402,-0.942383,0.334468
1.23,-0.00725731,-0.945708,0.324937,-0.00725731,-0.945708,0.324937,-0.00725731,-0.945708,0.324937,-0.00725731,-0.945708,0.324937,-0.00725731,-0.945708,0.324937
1.24,-0.00779986,-0.948907,0.315458,-0.00779986,-0.948907,0.315458,-0.00779986,-0.948907,0.315458,-0.00779986,-0.948907,0.315458,-0.00779986,-0.948907,0.315458
1.25,-0.00855122,-0.952019,0.30592,-0.00855122,-0.952019,0.30592,-0.00855122,-0.952019,0.30592,-0.00855122,-0.952019,0.30592,-0.00855122,-0.952019,0.30592
1.26,-0.00937621,-0.954974,0.296542,-0.00937621,-0.954974,0.296542,-0.00937621,-0.954974,0.296542,-0.00937621,-0.954974,0.296542,-0.00937621,-0.954974,0.296542
1.27,-0.0101638,-0.957868,0.287029,-0.0101638,-0.957868,0.287029,-0.0101638,-0.957868,0.287029,-0.0101638,-0.957868,0.287029,-0.0101638,-0.957868,0.287029
1.28,-0.0109116,-0.960669,0.277482,-0.0109116,-0.960669,0.277482,-0.0109116,-0.960669,0.277482,-0.0109116,-0.960669,0.277482,-0.0109116,-0.960669,0.277482
1.29,-0.0115466,-0.963382,0.267885,-0.0115466,-0.963382,0.267885,-0.0115466,-0.963382,0.267885,-0.0115466,-0.963382,0.267885,-0.0115466,-0.963382,0.267885
1.3,-0.0123107,-0.966019,0.258177,-0.0123107,-0.966019,0.258177,-0.0123107,-0.966019,0.258177,-0.0123107,-0.966019,0.258177,-0.0123107,-0.966019,0.258177
1.31,-0.0132247,-0.968587,0.248324,-0.0132247,-0.968587,0.248324,-0.0132247,-0.968587,0.248324,-0.0132247,-0.968587,0.248324,-0.0132247,-0.968587,0.248324
1.32,-0.0140659,-0.971062,0.238414,-0.0140659,-0.971062,0.238414,-0.0140659,-0.971062,0.238414,-0.0140659,-0.971062,0.238414,-0.0140659,-0.971062,0.238414
1.33,-0.0149023,-0.973431,0.228497,-0.0149023,-0.973431,0.228497,-0.0149023,-0.973431,0.228497,-0.0149023,-0.973431,0.228497,-0.0149023,-0.973431,0.228497
1.34,-0.0155054,-0.975649,0.218787,-0.0155054,-0.975649,0.218787,-0.0155054,-0.975649,0.218787,-0.0155054,-0.975649,0.218787,-0.0155054,-0.975649,0.218787
1.35,-0.0161403,-0.977759,0.209109,-0.0161403,-0.977759,0.209109,-0.0161403,-0.977759,0.209109,-0.0161403,-0.977759,0.209109,-0.0161403,-0.977759,0.209109
1.36,-0.0168866,-0.979758,0.199472,-0.0168866,-0.979758,0.199472,-0.0168866,-0.979758,0.199472,-0.0168866,-0.979758,0.199472,-0.0168866,-0.979758,0.199472
1.37,-0.0176447,-0.981652,0.189863,-0.0176447,-0.981652,0.189863,-0.0176447,-0.981652,0.189863,-0.0176447,-0.981652,0.189863,-0.0176447,-0.981652,0.189863
1.38,-0.0182591,-0.983476,0.180115,-0.0182591,-0.983476,0.180115,-0.0182591,-0.983476,0.180115,-0.0182591,-0.983476,0.180115,-0.0182591,-0.983476,0.180115
1.39,-0.0188647,-0.985212,0.170297,-0.0188647,-0.985212,0.170297,-0.0188647,-0.985212,0.170297,-0.0188647,-0.985212,0.170297,-0.0188647,-0.985212,0.170297
1.4,-0.0196789,-0.986843,0.160482,-0.0196789,-0.986843,0.160482,-0.0196789,-0.986843,0.160482,-0.0196789,-0.986843,0.160482,-0.0196789,-0.986843,0.160482
1.41,-0.0207205,-0.988378,0.150599,-0.0207205,-0.988378,0.150599,-0.0207205,-0.988378,0.150599,-0.0207205,-0.988378,0.150599,-0.0207205,-0.988378,0.150599
1.42,-0.0216903,-0.989794,0.140842,-0.0216903,-0.989794,0.140842,-0.0216903,-0.989794,0.140842,-0.0216903,-0.989794,0.140842,-0.0216903,-0.989794,0.140842
1.43,-0.0228681,-0.991103,0.131119,-0.0228681,-0.991103,0.131119,-0.0228681,-0.991103,0.131119,-0.0228681,-0.991103,0.131119,-0.0228681,-0.991103,0.131119
1.44,-0.0241687,-0.992291,0.121546,-0.0241687,-0.992291,0.121546,-0.0241687,-0.992291,0.121546,-0.0241687,-0.992291,0.121546,-0.0241687,-0.992291,0.121546
1.45,-0.0255165,-0.993374,0.112059,-0.0255165,-0.993374,0.112059,-0.0255165,-0.993374,0.112059,-0.0255165,-0.993374,0.112059,-0.0255165,-0.993374,0.112059
1.46,-0.026782,-0.994357,0.102653,-0.026782,-0.994357,0.102653,-0.026782,-0.994357,0.102653,-0.026782,-0.994357,0.102653,-0.026782,-0.994357,0.102653
1.47,-0.0281215,-0.995249,0.093216,-0.0281215,-0.995249,0.093216,-0.0281215,-0.995249,0.093216,-0.0281215,-0.995249,0.093216,-0.0281215,-0.995249,0.093216
1.48,-0.0294323,-0.996041,0.0838823,-0.0294323,-0.996041,0.0838823,-0.0294323,-0.996041,0.0838823,-0.0294323,-0.996041,0.0838823,-0.0294323,-0.996041,0.0838823
