time,q0_x,q0_y,q0_z
1.54,0.999784,-6.12191e-17,0.0207948
1.55,0.999942,-6.12288e-17,0.0107961
1.56,1,-6.12323e-17,0.000796327
1.57,0.999958,-6.12297e-17,-0.00920354
1.57,0.0101208,2.58607e-07,0.999949,0,0,1,0,0,1,0,0,1
1.58,0.0198416,2.23074e-06,0.999803,0,0,1,0,0,1,0,0,1
1.59,0.030505,5.12543e-06,0.999535,0,0,1,0,0,1,0,0,1
1.6,0.0412769,3.09467e-06,0.999148,0,0,1,0,0,1,0,0,1
1.61,0.0510275,8.10858e-06,0.998697,0,0,1,0,0,1,0,0,1
1.62,0.0607566,1.8637e-05,0.998153,0,0,1,0,0,1,0,0,1
1.63,0.072728,3.00448e-05,0.997352,0,0,1,0,0,1,0,0,1
1.64,0.0852365,4.8228e-05,0.996361,0,0,1,0,0,1,0,0,1
1.65,0.0971302,5.98011e-05,0.995272,0,0,1,0,0,1,0,0,1
1.66,0.109723,5.58048e-05,0.993962,0,0,1,0,0,1,0,0,1
1.67,0.121609,6.73547e-05,0.992578,0,0,1,0,0,1,0,0,1
1.68,0.133406,8.59853e-05,0.991061,0,0,1,0,0,1,0,0,1
1.69,0.145619,0.000101776,0.989341,0,0,1,0,0,1,0,0,1
1.7,0.158994,0.000109646,0.98728,0,0,1,0,0,1,0,0,1
1.71,0.170926,8.33025e-05,0.985284,0,0,1,0,0,1,0,0,1
1.72,0.183985,2.94504e-05,0.982929,0,0,1,0,0,1,0,0,1
1.73,0.195905,-4.38614e-05,0.980623,0,0,1,0,0,1,0,0,1
1.74,0.208985,-6.26144e-05,0.977919,0,0,1,0,0,1,0,0,1
1.75,0.221332,-0.000140749,0.975199,0,0,1,0,0,1,0,0,1
1.76,0.233073,-0.000237387,0.972459,0,0,1,0,0,1,0,0,1
1.77,0.244863,-0.00029698,0.969558,0,0,1,0,0,1,0,0,1
1.78,0.257083,-0.000350753,0.966389,0,0,1,0,0,1,0,0,1
1.79,0.269768,-0.000468841,0.962925,0,0,1,0,0,1,0,0,1
1.8,0.282214,-0.000524642,0.959351,0,0,1,0,0,1,0,0,1
1.81,0.293854,-0.000522928,0.95585,0,0,1,0,0,1,0,0,1
1.82,0.30531,-0.000462813,0.952253,0,0,1,0,0,1,0,0,1
1.83,0.316227,-0.000389408,0.948684,0,0,1,0,0,1,0,0,1
1.84,0.325549,-0.000335164,0.945525,0,0,1,0,0,1,0,0,1
1.85,0.334709,-0.00021399,0.942322,0,0,1,0,0,1,0,0,1
1.86,0.342337,-9.83869e-05,0.939577,0,0,1,0,0,1,0,0,1
1.87,0.351253,6.14242e-05,0.936281,0,0,1,0,0,1,0,0,1
1.88,0.359792,0.000157501,0.933033,0,0,1,0,0,1,0,0,1
1.89,0.36918,0.000260648,0.929358,0,0,1,0,0,1,0,0,1
1.9,0.378111,0.000418144,0.92576,0,0,1,0,0,1,0,0,1
1.91,0.386465,0.000569014,0.922304,0,0,1,0,0,1,0,0,1
1.92,0.393922,0.000755103,0.919144,0,0,1,0,0,1,0,0,1
1.93,0.402112,0.000943855,0.91559,0,0,1,0,0,1,0,0,1
1.94,0.410921,0.00115607,0.91167,0,0,1,0,0,1,0,0,1
1.95,0.420792,0.00134538,0.907156,0,0,1,0,0,1,0,0,1
1.96,0.430265,0.00149859,0.902701,0,0,1,0,0,1,0,0,1
1.97,0.438747,0.00165691,0.898609,0,0,1,0,0,1,0,0,1
1.98,0.446171,0.00180229,0.894946,0,0,1,0,0,1,0,0,1
1.99,0.453775,0.0019475,0.891114,0,0,1,0,0,1,0,0,1
2,0.46158,0.00212508,0.887096,0,0,1,0,0,1,0,0,1
2.01,0.469522,0.0023468,0.882917,0,0,1,0,0,1,0,0,1
2.02,0.477706,0.00252006,0.878516,0,0,1,0,0,1,0,0,1
2.03,0.485113,0.00268867,0.874447,0,0,1,0,0,1,0,0,1
2.04,0.493622,0.00281911,0.869672,0,0,1,0,0,1,0,0,1
2.05,0.502547,0.00301147,0.864545,0,0,1,0,0,1,0,0,1
2.06,0.512167,0.00325084,0.85888,0,0,1,0,0,1,0,0,1
2.07,0.523206,0.00343095,0.852199,0,0,1,0,0,1,0,0,1
2.08,0.532243,0.00350224,0.846584,0,0,1,0,0,1,0,0,1
2.09,0.541343,0.00368339,0.840794,0,0,1,0,0,1,0,0,1
2.1,0.550964,0.00386821,0.83452,0,0,1,0,0,1,0,0,1
2.11,0.561029,0.00407886,0.827786,0,0,1,0,0,1,0,0,1
2.12,0.570962,0.00430395,0.820965,0,0,1,0,0,1,0,0,1
2.13,0.579742,0.0044812,0.814788,0,0,1,0,0,1,0,0,1
2.14,0.588558,0.00466147,0.808442,0,0,1,0,0,1,0,0,1
2.15,0.596335,0.00475019,0.802722,0,0,1,0,0,1,0,0,1
2.16,0.605027,0.00482393,0.79619,0,0,1,0,0,1,0,0,1
2.17,0.612156,0.00498708,0.790721,0,0,1,0,0,1,0,0,1
2.18,0.61872,0.00518899,0.785594,0,0,1,0,0,1,0,0,1
2.19,0.624906,0.00540889,0.780682,0,0,1,0,0,1,0,0,1
2.2,0.630588,0.00563465,0.776097,0,0,1,0,0,1,0,0,1
2.21,0.636798,0.00590277,0.771008,0,0,1,0,0,1,0,0,1
2.22,0.642824,0.00628269,0.765988,0,0,1,0,0,1,0,0,1
2.23,0.64974,0.00655484,0.760129,0,0,1,0,0,1,0,0,1
2.24,0.656168,0.0068148,0.754584,0,0,1,0,0,1,0,0,1
2.25,0.662744,0.00699191,0.748813,0,0,1,0,0,1,0,0,1
2.26,0.670025,0.00712639,0.742304,0,0,1,0,0,1,0,0,1
2.27,0.677151,0.00720836,0.735808,0,0,1,0,0,1,0,0,1
2.28,0.683644,0.00729423,0.729779,0,0,1,0,0,1,0,0,1
2.29,0.692458,0.00738936,0.721421,0,0,1,0,0,1,0,0,1
2.3,0.701591,0.00763139,0.712539,0,0,1,0,0,1,0,0,1
2.31,0.7098,0.0080164,0.704358,0,0,1,0,0,1,0,0,1
2.32,0.718429,0.00846212,0.695548,0,0,1,0,0,1,0,0,1
2.33,0.726657,0.0089277,0.686943,0,0,1,0,0,1,0,0,1
2.34,0.735315,0.00945479,0.67766,0,0,1,0,0,1,0,0,1
2.35,0.742694,0.00991344,0.669558,0,0,1,0,0,1,0,0,1
2.36,0.750102,0.0103398,0.661241,0,0,1,0,0,1,0,0,1
2.37,0.756584,0.0107655,0.653808,0,0,1,0,0,1,0,0,1
2.38,0.762175,0.0111271,0.647275,0,0,1,0,0,1,0,0,1
2.39,0.765971,0.0115524,0.642771,0,0,1,0,0,1,0,0,1
2.4,0.769372,0.0119078,0.63869,0,0,1,0,0,1,0,0,1
2.41,0.773099,0.012305,0.634166,0,0,1,0,0,1,0,0,1
2.42,0.77794,0.0127748,0.628209,0,0,1,0,0,1,0,0,1
2.43,0.782703,0.0133495,0.622252,0,0,1,0,0,1,0,0,1
2.44,0.788113,0.0139248,0.615373,0,0,1,0,0,1,0,0,1
2.45,0.794174,0.0144789,0.607517,0,0,1,0,0,1,0,0,1
2.46,0.800946,0.0149332,0.59855,0,0,1,0,0,1,0,0,1
2.47,0.808989,0.0154909,0.58762,0,0,1,0,0,1,0,0,1
2.48,0.81717,0.0160339,0.576173,0,0,1,0,0,1,0,0,1
2.49,0.825084,0.0166041,0.564766,0,0,1,0,0,1,0,0,1
2.5,0.833077,0.0171848,0.55289,0,0,1,0,0,1,0,0,1
2.51,0.840776,0.0177575,0.541092,0,0,1,0,0,1,0,0,1
2.52,0.848141,0.0183917,0.529451,0,0,1,0,0,1,0,0,1
2.53,0.855039,0.0189848,0.518216,0,0,1,0,0,1,0,0,1
2.54,0.862283,0.0196637,0.506045,0,0,1,0,0,1,0,0,1
2.55,0.868772,0.020478,0.494788,0,0,1,0,0,1,0,0,1
2.56,0.875423,0.0212091,0.482892,0,0,1,0,0,1,0,0,1
2.57,0.881383,0.0220142,0.471889,0,0,1,0,0,1,0,0,1
2.58,0.887099,0.0227475,0.461017,0,0,1,0,0,1,0,0,1
2.59,0.892405,0.0234306,0.450626,0,0,1,0,0,1,0,0,1
2.6,0.897285,0.0242009,0.440787,0,0,1,0,0,1,0,0,1
2.61,0.903039,0.0250187,0.428829,0,0,1,0,0,1,0,0,1
2.62,0.907464,0.0257173,0.419342,0,0,1,0,0,1,0,0,1
2.63,0.912221,0.0264964,0.408841,0,0,1,0,0,1,0,0,1
2.64,0.916593,0.0272352,0.398892,0,0,1,0,0,1,0,0,1
2.65,0.92067,0.0278882,0.389345,0,0,1,0,0,1,0,0,1
2.66,0.92442,0.0287413,0.380292,0,0,1,0,0,1,0,0,1
2.67,0.927968,0.0297008,0.371474,0,0,1,0,0,1,0,0,1
2.68,0.931961,0.030664,0.361258,0,0,1,0,0,1,0,0,1
2.69,0.936128,0.03148,0.350248,0,0,1,0,0,1,0,0,1
2.7,0.93986,0.0322677,0.340031,0,0,1,0,0,1,0,0,1
2.71,0.943443,0.033078,0.329882,0,0,1,0,0,1,0,0,1
2.72,0.946816,0.0338822,0.319988,0,0,1,0,0,1,0,0,1
2.73,0.950062,0.0345761,0.310139,0,0,1,0,0,1,0,0,1
2.74,0.953265,0.0352968,0.300066,0,0,1,0,0,1,0,0,1
2.75,0.955979,0.0359759,0.291221,0,0,1,0,0,1,0,0,1
2.76,0.958013,0.0365861,0.284382,0,0,1,0,0,1,0,0,1
2.77,0.96035,0.0372891,0.276293,0,0,1,0,0,1,0,0,1
2.78,0.962588,0.0380104,0.268289,0,0,1,0,0,1,0,0,1
2.79,0.964813,0.0387025,0.260073,0,0,1,0,0,1,0,0,1
2.8,0.966796,0.0394159,0.25249,0,0,1,0,0,1,0,0,1
2.81,0.968795,0.040218,0.24458,0,0,1,0,0,1,0,0,1
2.82,0.970578,0.0411953,0.237237,0,0,1,0,0,1,0,0,1
2.83,0.972212,0.0422014,0.230269,0,0,1,0,0,1,0,0,1
2.84,0.974015,0.0432591,0.222316,0,0,1,0,0,1,0,0,1
2.85,0.975611,0.0443071,0.214987,0,0,1,0,0,1,0,0,1
2.86,0.977071,0.0454362,0.208011,0,0,1,0,0,1,0,0,1
2.87,0.97859,0.0466548,0.20046,0,0,1,0,0,1,0,0,1
2.88,0.979871,0.0479338,0.19379,0,0,1,0,0,1,0,0,1
2.89,0.981145,0.0491035,0.186929,0,0,1,0,0,1,0,0,1
2.9,0.982511,0.0501936,0.17931,0,0,1,0,0,1,0,0,1
2.91,0.983935,0.0511681,0.171035,0,0,1,0,0,1,0,0,1
2.92,0.985322,0.0521395,0.16255,0,0,1,0,0,1,0,0,1
2.93,0.98684,0.0530436,0.15275,0,0,1,0,0,1,0,0,1
2.94,0.988458,0.0539234,0.141576,0,0,1,0,0,1,0,0,1
2.95,0.989808,0.0548603,0.131415,0,0,1,0,0,1,0,0,1
2.96,0.991081,0.0556872,0.121068,0,0,1,0,0,1,0,0,1
2.97,0.99217,0.0564166,0.111426,0,0,1,0,0,1,0,0,1
2.98,0.993168,0.0572349,0.101693,0,0,1,0,0,1,0,0,1
2.99,0.994127,0.0582306,0.0912231,0,0,1,0,0,1,0,0,1
3,0.994902,0.0590985,0.0817116,0,0,1,0,0,1,0,0,1
3.01,0.995614,0.0599514,0.0718211,0,0,1,0,0,1,0,0,1
3.02,0.996189,0.0607261,0.0626024,0,0,1,0,0,1,0,0,1
3.03,0.996697,0.06143,0.053126,0,0,1,0,0,1,0,0,1
3.04,0.997119,0.0620632,0.043603,0,0,1,0,0,1,0,0,1
3.05,0.997423,0.0628877,0.034522,0,0,1,0,0,1,0,0,1
3.06,0.997595,0.0636695,0.0273923,0,0,1,0,0,1,0,0,1
3.07,0.9977,0.0643432,0.0213459,0,0,1,0,0,1,0,0,1
3.08,0.997781,0.0650918,0.0140023,0,0,1,0,0,1,0,0,1
3.09,0.997808,0.0658882,0.00615963,0,0,1,0,0,1,0,0,1
3.1,0.997775,0.0666247,-0.00244801,0,0,1,0,0,1,0,0,1
3.11,0.997659,0.0674674,-0.0111392,0,0,1,0,0,1,0,0,1
3.12,0.99748,0.0683425,-0.0190634,0,0,1,0,0,1,0,0,1
3.13,0.997189,0.0693157,-0.0284382,0,0,1,0,0,1,0,0,1
3.14,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.14,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.15,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.16,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.17,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.18,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.19,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.2,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.21,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.22,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.23,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.24,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.25,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.26,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.27,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.28,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.29,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.3,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.31,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.32,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.33,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.34,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.35,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.36,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.37,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.38,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.39,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.4,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.41,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.42,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.43,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.44,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.45,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.46,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.47,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.48,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.49,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.5,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.51,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.52,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.53,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.54,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.55,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.56,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.57,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.58,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.59,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.6,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.61,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.62,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.63,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.64,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.65,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.66,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.67,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.68,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.69,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.7,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.71,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.72,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.73,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.74,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.75,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.76,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.77,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.78,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.79,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.8,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.81,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.82,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.83,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.84,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.85,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.86,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.87,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.88,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.89,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.9,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.91,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.92,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.93,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.94,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.95,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.96,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.97,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.98,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
3.99,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.01,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.02,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.03,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.04,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.05,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.06,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.07,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.08,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.09,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.1,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.11,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.12,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.13,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.14,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.15,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.16,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.17,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.18,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
4.19,0.996834,0.0702634,-0.0372125,0,0,1,0,0,1,0,0,1
